Task ID,Dataset,unique_id,model_created,model_run,description,Code,Test Result,Post,original correctness,naive correctness,naive no fsl correctness,data file
146,mbppplus,146_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = max(len(sublist) for sublist in list_of_lists)
    max_sublists = [sublist for sublist in list_of_lists if len(sublist) == max_len]
    return (max_len, max_sublists[0])
",,post,False,False,False,selected_pilot_75_mbpp.json
146,mbppplus,146_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = max(len(sublist) for sublist in list_of_lists)
    max_sublists = [sublist for sublist in list_of_lists if len(sublist) == max_len]
    return (max_len, max_sublists[0])
",,post,False,False,False,selected_pilot_75_mbpp.json
146,mbppplus,146_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = max(len(sublist) for sublist in list_of_lists)
    max_sublists = [sublist for sublist in list_of_lists if len(sublist) == max_len]
    return (max_len, max_sublists[0])
",,post,False,False,False,selected_pilot_75_mbpp.json
146,mbppplus,146_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = max(len(sublist) for sublist in list_of_lists)
    max_sublists = [sublist for sublist in list_of_lists if len(sublist) == max_len]
    return (max_len, max_sublists[0])
",,post,False,False,False,selected_pilot_75_mbpp.json
146,mbppplus,146_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,post,True,True,True,selected_pilot_75_mbpp.json
146,mbppplus,146_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,post,True,True,True,selected_pilot_75_mbpp.json
146,mbppplus,146_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,post,True,True,True,selected_pilot_75_mbpp.json
146,mbppplus,146_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,post,True,True,True,selected_pilot_75_mbpp.json
146,mbppplus,146_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,post,True,True,True,selected_pilot_75_mbpp.json
146,mbppplus,146_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
  flat_list = []
  for i in nested_list:
    if type(i) == list:
      flat_list.extend(flatten_list(i))
    else:
      flat_list.append(i)
  return flat_list
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
  flat_list = []
  for i in nested_list:
    if type(i) == list:
      flat_list.extend(flatten_list(i))
    else:
      flat_list.append(i)
  return flat_list
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
  flat_list = []
  for i in nested_list:
    if type(i) == list:
      flat_list.extend(flatten_list(i))
    else:
      flat_list.append(i)
  return flat_list
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
  flat_list = []
  for i in nested_list:
    if type(i) == list:
      flat_list.extend(flatten_list(i))
    else:
      flat_list.append(i)
  return flat_list
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
  flat_list = []
  for i in nested_list:
    if type(i) == list:
      flat_list.extend(flatten_list(i))
    else:
      flat_list.append(i)
  return flat_list
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
  flat_list = []
  for i in nested_list:
    if type(i) == list:
      flat_list.extend(flatten_list(i))
    else:
      flat_list.append(i)
  return flat_list
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
    flat_list = []
    
    for item in nested_list:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    
    return flat_list

# Testing the function with the provided test cases
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]) == [10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
    flat_list = []
    
    for item in nested_list:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    
    return flat_list

# Testing the function with the provided test cases
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]) == [10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
    flat_list = []
    
    for item in nested_list:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    
    return flat_list

# Testing the function with the provided test cases
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]) == [10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
    flat_list = []
    
    for item in nested_list:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    
    return flat_list

# Testing the function with the provided test cases
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]) == [10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
    flat_list = []
    
    for item in nested_list:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    
    return flat_list

# Testing the function with the provided test cases
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]) == [10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]
",,post,True,True,True,selected_pilot_75_mbpp.json
151,mbppplus,151_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
    flat_list = []
    
    for item in nested_list:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    
    return flat_list

# Testing the function with the provided test cases
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]) == [10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]
",,post,True,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist, key=str.lower) for sublist in list_of_lists]
",,post,False,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist, key=str.lower) for sublist in list_of_lists]
",,post,False,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist, key=str.lower) for sublist in list_of_lists]
",,post,False,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist, key=str.lower) for sublist in list_of_lists]
",,post,False,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist, key=str.lower) for sublist in list_of_lists]
",,post,False,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist, key=str.lower) for sublist in list_of_lists]
",,post,False,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist) for sublist in list_of_lists]

# Tests
assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""])) == [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]
assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""])) == [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]
assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""])) == [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]
",,post,True,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist) for sublist in list_of_lists]

# Tests
assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""])) == [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]
assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""])) == [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]
assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""])) == [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]
",,post,True,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist) for sublist in list_of_lists]

# Tests
assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""])) == [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]
assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""])) == [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]
assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""])) == [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]
",,post,True,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist) for sublist in list_of_lists]

# Tests
assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""])) == [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]
assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""])) == [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]
assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""])) == [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]
",,post,True,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist) for sublist in list_of_lists]

# Tests
assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""])) == [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]
assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""])) == [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]
assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""])) == [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]
",,post,True,True,True,selected_pilot_75_mbpp.json
57,mbppplus,57_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist) for sublist in list_of_lists]

# Tests
assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""])) == [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]
assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""])) == [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]
assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""])) == [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = list(set(nums))
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[1]
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = list(set(nums))
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[1]
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = list(set(nums))
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[1]
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = list(set(nums))
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[1]
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = list(set(nums))
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[1]
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = list(set(nums))
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[1]
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,post,True,True,True,selected_pilot_75_mbpp.json
320,mbppplus,320_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(test_tup1, test_tup2):
  return tuple(set(test_tup1) & set(test_tup2))
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(test_tup1, test_tup2):
  return tuple(set(test_tup1) & set(test_tup2))
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(test_tup1, test_tup2):
  return tuple(set(test_tup1) & set(test_tup2))
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(test_tup1, test_tup2):
  return tuple(set(test_tup1) & set(test_tup2))
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(test_tup1, test_tup2):
  return tuple(set(test_tup1) & set(test_tup2))
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_llama3point1-70b,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(test_tup1, test_tup2):
  return tuple(set(test_tup1) & set(test_tup2))
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(list1, list2):
    # Convert both lists to sets and find their intersection
    common_elements = set(list1) & set(list2)
    # Convert the result back to a tuple and return
    return tuple(sorted(common_elements))

# Test cases
assert similar_elements((3, 4, 5, 6), (5, 7, 4, 10)) == (4, 5)
assert similar_elements((1, 2, 3, 4), (5, 4, 3, 7)) == (3, 4)
assert similar_elements((11, 12, 14, 13), (17, 15, 14, 13)) == (13, 14)
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(list1, list2):
    # Convert both lists to sets and find their intersection
    common_elements = set(list1) & set(list2)
    # Convert the result back to a tuple and return
    return tuple(sorted(common_elements))

# Test cases
assert similar_elements((3, 4, 5, 6), (5, 7, 4, 10)) == (4, 5)
assert similar_elements((1, 2, 3, 4), (5, 4, 3, 7)) == (3, 4)
assert similar_elements((11, 12, 14, 13), (17, 15, 14, 13)) == (13, 14)
",,post,True,True,True,selected_pilot_75_mbpp.json
1,mbppplus,1_gpt-4o,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(list1, list2):
    # Convert both lists to sets and find their intersection
    common_elements = set(list1) & set(list2)
    # Convert the result back to a tuple and return
    return tuple(sorted(common_elements))

# Test cases
assert similar_elements((3, 4, 5, 6), (5, 7, 4, 10)) == (4, 5)
assert similar_elements((1, 2, 3, 4), (5, 4, 3, 7)) == (3, 4)
assert similar_elements((11, 12, 14, 13), (17, 15, 14, 13)) == (13, 14)
",,post,True,True,True,selected_pilot_75_mbpp.json
