Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,annotated correctness,annotated correctness simple,naive no fsl correctness,data file,unique_id,consistency
326,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the minimum difference between any two elements in a given array.,"def find_min_diff(arr, target):
    arr = sorted(arr)
    min_diff = float('inf')
    for i in range(len(arr) - 1):
        diff = abs(arr[i] - arr[i + 1])
        if diff < min_diff:
            min_diff = diff
    return min_diff
",,False,post,True,False,False,False,False,selected_pilot_75_mbpp.json,326_llama3point1-70b,0.5
326,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to find the minimum difference between any two elements in a given array.,"def find_min_diff(arr, n):
    if n < 2:
        return 0  # If array has less than 2 elements, no valid difference can be found
    
    arr = sorted(arr)
    min_diff = float('inf')
    
    for i in range(n - 1):
        diff = arr[i+1] - arr[i]
        if diff < min_diff:
            min_diff = diff
            
    return min_diff

# Testing the function based on the provided assertions
assert find_min_diff((1,5,3,19,18,25),6) == 1
assert find_min_diff((4,3,2,6),4) == 1
assert find_min_diff((30,5,20,9),4) == 4
",,False,post,True,False,False,False,True,selected_pilot_75_mbpp.json,326_gpt-4o,0.9
184,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
  return [num for num in nums if num % 2 != 0]
",,False,post,True,False,True,False,False,selected_pilot_75_mbpp.json,184_llama3point1-70b,0.9230769230769231
121,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to find the nth newman–shanks–williams prime number.,"def is_prime(n):
    """"""Check if a number is prime.""""""
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def newman_prime(n):
    """"""Find the nth Newman-Shanks-Williams prime number.""""""
    if n == 1:
        return 7  # The first NSW prime is 7
    
    # Initialize the count of NSW primes and the current number
    count = 1
    num = 7
    
    while True:
        # Check if the current number is a prime number
        if is_prime(num):
            # Check if the current prime number is congruent to 1 or 5 modulo 6
            if num % 6 in [1, 5]:
                # Increment the count of NSW primes
                count += 1
                
                # If we have found the nth NSW prime, return it
                if count == n:
                    return num
        
        # Move on to the next number
        num += 1
",,False,post,False,False,False,True,False,selected_pilot_75_mbpp.json,121_llama3point1-70b,0.8
21,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find smallest number in a list.,"def smallest_num(nums):
    return min(nums)
",,False,post,True,True,False,True,False,selected_pilot_75_mbpp.json,21_llama3point1-70b,0.9
21,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to find smallest number in a list.,"def smallest_num(lst):
    return min(lst)

# Tests
assert smallest_num([10, 20, 1, 45, 99]) == 1
assert smallest_num([1, 2, 3]) == 1
assert smallest_num([45, 46, 50, 60]) == 45
",,False,post,True,True,False,True,True,selected_pilot_75_mbpp.json,21_gpt-4o,0.8
302,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to find the index of the first occurrence of a given number in a sorted array.,"def find_first_occurrence(arr, num):
    for i, x in enumerate(arr):
        if x == num:
            return i
    return -1  # return -1 if num is not found in the array
",,True,post,True,False,True,True,True,selected_pilot_75_mbpp.json,302_llama3point1-70b,0.7
356,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to remove all whitespaces from a string.,"def remove_all_spaces(s):
    return s.replace("" "", """")

# Test cases
assert remove_all_spaces('python  program') == 'pythonprogram'
assert remove_all_spaces('python   programming    language') == 'pythonprogramminglanguage'
assert remove_all_spaces('python                     program') == 'pythonprogram'
assert remove_all_spaces('   python                     program') == 'pythonprogram'
",,False,post,True,True,False,False,True,selected_pilot_75_mbpp.json,356_gpt-4o,0.8
142,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,"def check_element(lst, element):
    for item in lst:
        if item != element:
            return False
    return True

# Test cases
assert check_element([""green"", ""orange"", ""black"", ""white""], 'blue') == False
assert check_element([1, 2, 3, 4], 7) == False
assert check_element([""green"", ""green"", ""green"", ""green""], 'green') == True
",,True,post,True,True,True,True,False,selected_pilot_75_mbpp.json,142_gpt-4o,0.6
315,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to add the given tuple to the given list.,"def add_tuple(input_list, input_tuple):
  return input_list + list(input_tuple)
",,True,post,True,True,False,False,True,selected_pilot_75_mbpp.json,315_llama3point1-70b,0.8
55,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to convert a snake case string to camel case string.,"def snake_to_camel(snake_case_str):
    words = snake_case_str.split('_')
    camel_case_str = ''.join(word.capitalize() for word in words)
    return camel_case_str
",,False,post,False,False,True,False,False,selected_pilot_75_mbpp.json,55_llama3point1-70b,0.9
55,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to convert a snake case string to camel case string.,"def snake_to_camel(snake_str):
    components = snake_str.split('_')
    return ''.join(x.capitalize() for x in components)

# Tests
assert snake_to_camel('python_program') == 'PythonProgram'
assert snake_to_camel('python_language') == 'PythonLanguage'
assert snake_to_camel('programming_language') == 'ProgrammingLanguage'
",,False,post,False,False,False,False,False,selected_pilot_75_mbpp.json,55_gpt-4o,0.9
