Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,annotated correctness,annotated correctness simple,naive no fsl correctness,Correctness no fsl,simple verify,complex verify,default verify,simple verify no fsl,complex verify no fsl,default verify no fsl,data file,unique_id,consistency
307,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the index of smallest triangular number with n digits.,"def find_Index(n):
    import math
    idx = 1
    while True:
        triangular_num = (idx * (idx + 1)) // 2
        if len(str(triangular_num)) >= n:
            return idx
        idx += 1
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,307_llama3point1-70b,1.0
307,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the index of smallest triangular number with n digits.,"def find_Index(n):
    k = 1
    while True:
        triangular_number = k * (k + 1) // 2
        if len(str(triangular_number)) == n:
            return k
        k += 1

# Test cases
assert find_Index(2) == 4
assert find_Index(3) == 14
assert find_Index(4) == 45
",,False,post,False,False,False,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,307_gpt-4o,1.0
8,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s, char):
    first_occurrence = s.find(char)
    last_occurrence = s.rfind(char)
    
    if first_occurrence != -1 and last_occurrence != -1:
        if first_occurrence == last_occurrence:
            return s.replace(char, '', 1)
        else:
            return s[:first_occurrence] + s[first_occurrence+1:last_occurrence] + s[last_occurrence+1:]
    else:
        return s
",,True,post,True,True,True,True,True,True,True,False,False,True,True,True,selected_pilot_75_mbpp.json,8_llama3point1-70b,1.0
8,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s: str, ch: str) -> str:
    first_index = s.find(ch)
    last_index = s.rfind(ch)
    
    if first_index == -1 or last_index == -1 or first_index == last_index:
        return s  # No removal needed if ch is not found or only one occurrence
    
    # Create a new string without the first and last occurrence of ch
    return s[:first_index] + s[first_index + 1:last_index] + s[last_index + 1:]

# Testing the function with the provided test cases
assert remove_Occ(""hello"", ""l"") == ""heo""
assert remove_Occ(""abcda"", ""a"") == ""bcd""
assert remove_Occ(""PHP"", ""P"") == ""H""
",,False,post,False,True,False,False,True,False,False,False,False,False,False,False,selected_pilot_75_mbpp.json,8_gpt-4o,1.0
10,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the volume of a triangular prism.,"def find_Volume(b, h, l):
  return (b * h / 2) * l
",,False,post,False,True,True,True,True,False,True,True,False,True,True,True,selected_pilot_75_mbpp.json,10_llama3point1-70b,1.0
10,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the volume of a triangular prism.,"def find_Volume(base, height, length):
    base_area = 0.5 * base * height
    volume = base_area * length
    return volume

# Tests
assert find_Volume(10, 8, 6) == 240
assert find_Volume(3, 2, 2) == 6
assert find_Volume(1, 2, 1) == 1
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,10_gpt-4o,1.0
159,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the volume of a cone.,"import math
def volume_cone(radius, height):
    return (1.0/3)*math.pi*radius*radius*height
",,False,post,True,True,False,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,159_llama3point1-70b,1.0
159,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the volume of a cone.,"import math

def volume_cone(radius, height):
    return (1/3) * math.pi * (radius ** 2) * height

# Tests
assert math.isclose(volume_cone(5, 12), 314.15926535897927, rel_tol=0.001)
assert math.isclose(volume_cone(10, 15), 1570.7963267948965, rel_tol=0.001)
assert math.isclose(volume_cone(19, 17), 6426.651371693521, rel_tol=0.001)
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,159_gpt-4o,1.0
271,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes a tuple of tuples and returns a list where each element is the average of the corresponding values from each tuple. For each position, compute the average of values from all tuples at that position.","def average_tuple(tuples):
    return [sum(val) / len(tuples) for val in zip(*tuples)]
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,271_llama3point1-70b,1.0
271,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes a tuple of tuples and returns a list where each element is the average of the corresponding values from each tuple. For each position, compute the average of values from all tuples at that position.","def average_tuple(tuples):
    # Length of the first tuple (assuming all tuples are of the same length)
    num_elements = len(tuples[0])
    
    # List to store the averages
    averages = []
    
    # Iterate over each position in the tuples
    for i in range(num_elements):
        # Extract the i-th element from each tuple and compute the average
        elements_at_position = [t[i] for t in tuples]
        avg = sum(elements_at_position) / len(tuples)
        averages.append(avg)
    
    return averages

# Test cases
assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4))) == [30.5, 34.25, 27.0, 23.25]
assert average_tuple(((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3))) == [25.5, -18.0, 3.75]
assert average_tuple(((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40))) == [305.0, 342.5, 270.0, 232.5]
",,False,post,False,True,True,True,True,False,True,True,True,True,True,False,selected_pilot_75_mbpp.json,271_gpt-4o,1.0
325,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,"def check_monthnumber_number(month):
    thirty_days_months = [4, 6, 9, 11]
    return month in thirty_days_months
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,325_llama3point1-70b,1.0
325,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,"def check_monthnumber_number(month: int) -> bool:
    # Define the set of months that have 30 days
    months_with_30_days = {4, 6, 9, 11}
    # Check if the given month is in the set
    return month in months_with_30_days

# Test cases to validate the solution
assert check_monthnumber_number(6) == True
assert check_monthnumber_number(2) == False
assert check_monthnumber_number(12) == False
",,False,post,True,True,False,True,True,False,True,True,False,True,True,True,selected_pilot_75_mbpp.json,325_gpt-4o,0.8333333333333334
125,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.","def list_split(lst, n):
    return [lst[i::n] for i in range(n)]
",,True,post,True,True,True,True,True,False,True,True,True,False,True,True,selected_pilot_75_mbpp.json,125_llama3point1-70b,1.0
125,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.","def list_split(lst, n):
    result = [[] for _ in range(n)]
    for i, element in enumerate(lst):
        result[i % n].append(element)
    return result

# Test cases
assert list_split(['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n'], 3) == [['a', 'd', 'g', 'j', 'm'], ['b', 'e', 'h', 'k', 'n'], ['c', 'f', 'i', 'l']]
assert list_split([1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 3) == [[1, 4, 7, 10, 13], [2, 5, 8, 11, 14], [3, 6, 9, 12]]
assert list_split(['python', 'java', 'C', 'C++', 'DBMS', 'SQL'], 2) == [['python', 'C', 'DBMS'], ['java', 'C++', 'SQL']]
",,True,post,True,True,True,False,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,125_gpt-4o,1.0
96,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to check if all the elements in tuple have same data type or not.,"def check_type(tup):
    return len(set(type(x) for x in tup)) == 1
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,96_llama3point1-70b,1.0
96,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to check if all the elements in tuple have same data type or not.,"def check_type(tup):
    if not tup:
        return True  # An empty tuple can be considered as having the same type for all elements.
    
    first_type = type(tup[0])
    for element in tup:
        if type(element) != first_type:
            return False
    return True

# Test cases
assert check_type((5, 6, 7, 3, 5, 6)) == True
assert check_type((1, 2, ""4"")) == False
assert check_type((3, 2, 1, 4, 5)) == True
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,96_gpt-4o,1.0
204,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(n):
    months_31_days = [1, 3, 5, 7, 8, 10, 12]
    return n in months_31_days
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,204_llama3point1-70b,1.0
204,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(month):
    # List of months with 31 days
    months_with_31_days = {1, 3, 5, 7, 8, 10, 12}
    return month in months_with_31_days

# Test cases
assert check_monthnumb_number(5) == True
assert check_monthnumb_number(2) == False
assert check_monthnumb_number(6) == False
assert check_monthnumb_number(1) == True
assert check_monthnumb_number(12) == True
assert check_monthnumb_number(11) == False
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,204_gpt-4o,1.0
45,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given number is undulating or not.,"def is_undulating(n):
    n = str(n)
    undulating = True
    for i in range(1, len(n) - 1):
        if (n[i-1] < n[i] and n[i] < n[i+1]) or (n[i-1] > n[i] and n[i] > n[i+1]):
            pass
        else:
            undulating = False
            break
    return undulating
",,True,post,False,True,False,True,True,True,True,False,False,True,True,True,selected_pilot_75_mbpp.json,45_llama3point1-70b,0.5
45,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given number is undulating or not.,"def is_undulating(n):
    s = str(n)
    if len(s) < 3:
        return False
    first_digit = s[0]
    second_digit = s[1]
    if first_digit == second_digit:
        return False
    
    for i in range(2, len(s)):
        if i % 2 == 0 and s[i] != first_digit:
            return False
        if i % 2 == 1 and s[i] != second_digit:
            return False
            
    return True

# Test cases
assert is_undulating(1212121) == True
assert is_undulating(1991) == False
assert is_undulating(121) == True
",,True,post,False,True,True,True,True,True,False,True,True,True,True,True,selected_pilot_75_mbpp.json,45_gpt-4o,1.0
114,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,114_llama3point1-70b,1.0
114,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,114_gpt-4o,1.0
83,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort a list of elements.,"def pancake_sort(arr):
    n = len(arr)
    for size in range(n, 0, -1):
        max_index = arr.index(max(arr[:size]))
        if max_index != size-1:
            if max_index != 0:
                arr[:max_index+1] = arr[:max_index+1][::-1]
            arr[:size] = arr[:size][::-1]
    return arr
",,False,post,True,False,False,False,False,False,False,True,True,False,True,True,selected_pilot_75_mbpp.json,83_llama3point1-70b,0.5
83,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort a list of elements.,"def pancake_sort(arr):
    def flip(end):
        start = 0
        while start < end:
            arr[start], arr[end] = arr[end], arr[start]
            start += 1
            end -= 1
    
    def find_max_index(n):
        max_index = 0
        for i in range(1, n):
            if arr[i] > arr[max_index]:
                max_index = i
        return max_index
    
    n = len(arr)
    for curr_size in range(n, 1, -1):
        max_index = find_max_index(curr_size)
        if max_index != curr_size - 1:
            flip(max_index)
            flip(curr_size - 1)
    
    return arr

# Test cases
assert pancake_sort([15, 79, 25, 38, 69]) == [15, 25, 38, 69, 79]
assert pancake_sort([98, 12, 54, 36, 85]) == [12, 36, 54, 85, 98]
assert pancake_sort([41, 42, 32, 12, 23]) == [12, 23, 32, 41, 42]
",,False,post,True,False,False,False,False,False,False,True,False,False,True,False,selected_pilot_75_mbpp.json,83_gpt-4o,1.0
236,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether a specified list is sorted or not.,"def issort_list(nums):
    return nums == sorted(nums)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,236_llama3point1-70b,1.0
236,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether a specified list is sorted or not.,"def issort_list(lst):
    for i in range(len(lst) - 1):
        if lst[i] > lst[i + 1]:
            return False
    return True

# Test cases
assert issort_list([1, 2, 4, 6, 8, 10, 12, 14, 16, 17]) == True
assert issort_list([1, 2, 4, 6, 8, 10, 12, 14, 20, 17]) == False
assert issort_list([1, 2, 4, 6, 8, 10, 15, 14, 20]) == False
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,236_gpt-4o,1.0
133,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.,"def substract_elements(tup1, tup2):
    return tuple(a - b for a, b in zip(tup1, tup2))
",,False,post,True,False,True,True,True,False,True,True,False,True,True,True,selected_pilot_75_mbpp.json,133_llama3point1-70b,1.0
133,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.,"def substract_elements(tup1, tup2):
    return tuple(a - b for a, b in zip(tup1, tup2))

# Test cases
assert substract_elements((10, 4, 5), (2, 5, 18)) == (8, -1, -13)
assert substract_elements((11, 2, 3), (24, 45 ,16)) == (-13, -43, -13)
assert substract_elements((7, 18, 9), (10, 11, 12)) == (-3, 7, -3)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,133_gpt-4o,1.0
297,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes as input a tuple of numbers (t_1,...,t_{N+1}) and returns a tuple of length N where the i-th element of the tuple is equal to t_i * t_{i+1}.","def multiply_elements(numbers):
    return tuple(a * b for a, b in zip(numbers, numbers[1:]))
",,True,post,True,True,True,True,True,True,True,False,True,True,True,True,selected_pilot_75_mbpp.json,297_llama3point1-70b,1.0
297,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes as input a tuple of numbers (t_1,...,t_{N+1}) and returns a tuple of length N where the i-th element of the tuple is equal to t_i * t_{i+1}.","def multiply_elements(t):
    return tuple(t[i] * t[i+1] for i in range(len(t) - 1))

# Test cases
assert multiply_elements((1, 5, 7, 8, 10)) == (5, 35, 56, 80)
assert multiply_elements((2, 4, 5, 6, 7)) == (8, 20, 30, 42)
assert multiply_elements((12, 13, 14, 9, 15)) == (156, 182, 126, 135)
assert multiply_elements((12,)) == ()
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,297_gpt-4o,1.0
95,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to count the number of occurence of the string 'std' in a given string.,"def count_occurance(s):
    return s.count(""std"")
",,True,post,True,True,True,True,True,False,True,True,True,True,True,False,selected_pilot_75_mbpp.json,95_llama3point1-70b,1.0
95,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to count the number of occurence of the string 'std' in a given string.,"def count_occurance(s: str) -> int:
    return s.count('std')

# Test cases to validate the solution
assert count_occurance(""letstdlenstdporstd"") == 3
assert count_occurance(""truststdsolensporsd"") == 1
assert count_occurance(""makestdsostdworthit"") == 2
assert count_occurance(""stds"") == 1
assert count_occurance("""") == 0
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,95_gpt-4o,1.0
216,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    lst.sort()
    return all(lst[i] - lst[i-1] == 1 for i in range(1, len(lst))) and len(lst) == len(set(lst))
",,True,post,True,True,True,False,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,216_llama3point1-70b,1.0
216,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    if not lst:  # If the list is empty, it cannot be consecutive
        return False
    
    lst_sorted = sorted(lst)
    
    for i in range(len(lst_sorted) - 1):
        if lst_sorted[i + 1] - lst_sorted[i] != 1:
            return False
    
    return True

# Test cases
assert check_Consecutive([1, 2, 3, 4, 5]) == True
assert check_Consecutive([1, 2, 3, 5, 6]) == False
assert check_Consecutive([1, 2, 1]) == False
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,216_gpt-4o,1.0
51,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to multiply all the numbers in a list and divide with the length of the list.,"def multiply_num(numbers):
    product = 1
    for num in numbers:
        product *= num
    return product / len(numbers)
",,True,post,True,False,False,True,False,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,51_llama3point1-70b,0.8333333333333334
51,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to multiply all the numbers in a list and divide with the length of the list.,"def multiply_num(numbers):
    product = 1
    for num in numbers:
        product *= num
    result = product / len(numbers)
    return result

# Test cases
import math

assert math.isclose(multiply_num((8, 2, 3, -1, 7)), -67.2, rel_tol=0.001)
assert math.isclose(multiply_num((-10, -20, -30)), -2000.0, rel_tol=0.001)
assert math.isclose(multiply_num((19, 15, 18)), 1710.0, rel_tol=0.001)
",,False,post,True,True,False,True,True,False,True,False,False,False,True,True,selected_pilot_75_mbpp.json,51_gpt-4o,1.0
129,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the ascii value of a character.,"def ascii_value(char: str) -> int:
    """"""
    Returns the ASCII value of a given character.
    
    Parameters:
    char (str): A single character.
    
    Returns:
    int: The ASCII value of the character.
    """"""
    return ord(char)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,129_llama3point1-70b,1.0
129,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the ascii value of a character.,"def ascii_value(char):
    return ord(char)

# Tests
assert ascii_value('A') == 65
assert ascii_value('R') == 82
assert ascii_value('S') == 83
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,129_gpt-4o,1.0
197,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to count the occurence of all elements of list in a tuple.,"def count_Occurrence(tup, lst):
    return sum(tup.count(element) for element in lst)
",,True,post,True,True,True,False,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,197_llama3point1-70b,1.0
197,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to count the occurence of all elements of list in a tuple.,"def count_Occurrence(tup, elements):
    count = sum(tup.count(element) for element in elements)
    return count

# Test cases
assert count_Occurrence(('a', 'a', 'c', 'b', 'd'), ['a', 'b']) == 3
assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4), [1, 4, 7]) == 6
assert count_Occurrence((1, 2, 3, 4, 5, 6), [1, 2]) == 2
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,197_gpt-4o,1.0
248,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert a list to a tuple.,"def list_tuple(input_list):
    return tuple(input_list)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,248_llama3point1-70b,1.0
248,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert a list to a tuple.,"def list_tuple(lst):
    return tuple(lst)

# Provided test cases
assert list_tuple([5, 10, 7, 4, 15, 3]) == (5, 10, 7, 4, 15, 3)
assert list_tuple([2, 4, 5, 6, 2, 3, 4, 4, 7]) == (2, 4, 5, 6, 2, 3, 4, 4, 7)
assert list_tuple([58, 44, 56]) == (58, 44, 56)
",,False,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,248_gpt-4o,1.0
336,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(lst):
    for i in range(len(lst)):
        if i % 2 != 0 and lst[i] % 2 == 0:
            return False
    return True
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,336_llama3point1-70b,1.0
336,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(lst):
    # Iterate through the list, checking only elements at odd indices
    for i in range(1, len(lst), 2):
        if lst[i] % 2 == 0:
            return False
    return True

# Testing the function with the provided test cases
assert odd_position([2, 1, 4, 3, 6, 7, 6, 3]) == True
assert odd_position([4, 1, 2]) == True
assert odd_position([1, 2, 3]) == False
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,336_gpt-4o,1.0
123,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.","def split_two_parts(lst, L):
    return lst[:L], lst[L:]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,123_llama3point1-70b,1.0
123,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,"Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.","def split_two_parts(lst, L):
    return (lst[:L], lst[L:])

# Tests
assert split_two_parts([1,1,2,3,4,4,5,1],3) == ([1, 1, 2], [3, 4, 4, 5, 1])
assert split_two_parts(['a', 'b', 'c', 'd'],2) == (['a', 'b'], ['c', 'd'])
assert split_two_parts(['p', 'y', 't', 'h', 'o', 'n'],4) == (['p', 'y', 't', 'h'], ['o', 'n'])
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,123_gpt-4o,1.0
258,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given number is armstrong or not.,"def armstrong_number(num):
    num_str = str(num)
    num_len = len(num_str)
    sum = 0
    for digit in num_str:
        sum += int(digit) ** num_len
    return sum == num
",,True,post,True,True,True,True,True,True,True,True,True,False,False,False,selected_pilot_75_mbpp.json,258_llama3point1-70b,1.0
258,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to check whether the given number is armstrong or not.,"def armstrong_number(n):
    # Convert the number to string to easily iterate through its digits
    num_str = str(n)
    # Calculate the number of digits
    num_len = len(num_str)
    # Calculate the sum of the digits each raised to the power of the number of digits
    armstrong_sum = sum(int(digit) ** num_len for digit in num_str)
    # Compare the sum to the original number
    return armstrong_sum == n

# Tests
assert armstrong_number(153) == True
assert armstrong_number(259) == False
assert armstrong_number(4458) == False
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,258_gpt-4o,1.0
268,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function which given a matrix represented as a list of lists returns the max of the n'th column.,"def max_of_nth(matrix, n):
    return max(row[n-1] for row in matrix)
",,True,post,False,True,False,False,False,False,True,True,False,True,True,True,selected_pilot_75_mbpp.json,268_llama3point1-70b,1.0
268,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function which given a matrix represented as a list of lists returns the max of the n'th column.,"def max_of_nth(matrix, n):
    # Extract the nth column (0-indexed)
    nth_column = [row[n] for row in matrix]
    # Return the maximum value from the nth column
    return max(nth_column)

# Test cases
assert max_of_nth([[5, 6, 7], [1, 3, 5], [8, 9, 19]], 2) == 19
assert max_of_nth([[6, 7, 8], [2, 4, 6], [9, 10, 20]], 1) == 10
assert max_of_nth([[7, 8, 9], [3, 5, 7], [10, 11, 21]], 1) == 11
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,268_gpt-4o,1.0
14,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find whether a given array of integers contains any duplicate element.,"def test_duplicate(arr):
    return len(arr) != len(set(arr))
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,14_llama3point1-70b,1.0
14,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find whether a given array of integers contains any duplicate element.,"def test_duplicate(arr):
    seen = set()
    for num in arr:
        if num in seen:
            return True
        seen.add(num)
    return False

# Test cases
assert test_duplicate([1, 2, 3, 4, 5]) == False
assert test_duplicate([1, 2, 3, 4, 4]) == True
assert test_duplicate([1, 1, 2, 2, 3, 3, 4, 4, 5]) == True
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,14_gpt-4o,1.0
141,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"def validate(n):
    str_n = str(n)
    for digit in str_n:
        if str_n.count(digit) > int(digit):
            return False
    return True",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,141_llama3point1-70b,1.0
141,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"def validate(n):
    digit_str = str(n)
    frequency = {}
    
    # Calculate frequency of each digit
    for digit in digit_str:
        if digit in frequency:
            frequency[digit] += 1
        else:
            frequency[digit] = 1
    
    # Check the condition for each digit
    for digit, count in frequency.items():
        if count > int(digit):
            return False
    
    return True

# Tests
assert validate(1234) == True
assert validate(51241) == False
assert validate(321) == True
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,141_gpt-4o,1.0
178,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,"def round_and_sum(numbers):
    rounded_numbers = [round(num) for num in numbers]
    total_sum = sum(rounded_numbers)
    return total_sum * len(numbers)
",,False,post,True,True,True,False,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,178_llama3point1-70b,1.0
