Task ID,unique_id,Dataset,model_created,model_run,description,Code,run_number,original correctness,vanilla
1925_B,1925_B_Jrke_1.28%,codeforces2024,human,qwq-32b-preview,"Jay managed to create a problem of difficulty x and decided to make it the
second problem for Codeforces Round #921.

But Yash fears that this problem will make the contest highly unbalanced, and
the coordinator will reject it. So, he decided to break it up into a
problemset of n sub-problems such that the difficulties of all the sub-
problems are a positive integer and their sum is equal to x .

The coordinator, Aleksey, defines the balance of a problemset as the
[GCD](https://en.wikipedia.org/wiki/Greatest_common_divisor) of the
difficulties of all sub-problems in the problemset.

Find the maximum balance that Yash can achieve if he chooses the difficulties
of the sub-problems optimally.

Input

The first line of input contains a single integer t (1\leq t\leq 10^3 )
denoting the number of test cases.

Each test case contains a single line of input containing two integers x
(1\leq x\leq 10^8 ) and n (1\leq n\leq x ).

Output

For each test case, print a single line containing a single integer denoting
the maximum balance of the problemset Yash can achieve.

Example

Input

    3
    
    10 3
    
    5 5
    
    420 69

Output

    2
    1
    6
    
Note

For the first test case, one possible way is to break up the problem of
difficulty 10 into a problemset having three problems of difficulties 4 , 2
and 4 respectively, giving a balance equal to 2 .

For the second test case, there is only one way to break up the problem of
difficulty 5 into a problemset of 5 problems with each problem having a
difficulty 1 giving a balance equal to 1 .","for _ in range(int(input())):
  x, n = map(int, input().split())
  k = x//n
  if k == 1:
    print(1)
    continue
  ans = 1
  for i in range(1 + (1 if x%2 == 0 else 0), int((x)**0.5)+1, 2):
    if x%i == 0:
      l = [ans]
      if i <= k:
        l.append(i)
      if x//i <= k:
        l.append(x//i)
      ans = max(l)
  print(ans)",1,False,True
1925_D,1925_D_Nekkanti_Maniteja_100%,codeforces2024,human,qwq-32b-preview,"There are n children in a class, m pairs among them are friends. The i -th
pair who are friends have a friendship value of f_i .

The teacher has to go for k excursions, and for each of the excursions she
chooses a pair of children randomly, equiprobably and independently. If a pair
of children who are friends is chosen, their friendship value increases by 1
for all subsequent excursions (the teacher can choose a pair of children more
than once). The friendship value of a pair who are not friends is considered 0
, and it does not change for subsequent excursions.

Find the expected value of the sum of friendship values of all k pairs chosen
for the excursions (at the time of being chosen). It can be shown that this
answer can always be expressed as a fraction \dfrac{p}{q} where p and q are
coprime integers. Calculate p\cdot q^{-1} \bmod (10^9+7) .

Input

Each test contains multiple test cases. The first line contains the number of
test cases t (1 \le t \le 5 \cdot 10^4 ). Description of the test cases
follows.

The first line of each test case contains 3 integers n , m and k (2 \le n \le
10^5 , 0 \le m \le \min \Big(10^5 , \frac{n(n-1)}{2} \Big) , 1 \le k \le 2
\cdot 10^5 ) — the number of children, pairs of friends and excursions
respectively.

The next m lines contain three integers each — a_i , b_i , f_i — the indices
of the pair of children who are friends and their friendship value. (a_i \neq
b_i , 1 \le a_i,b_i \le n , 1 \le f_i \le 10^9 ). It is guaranteed that all
pairs of friends are distinct.

It is guaranteed that the sum of n and sum m over all test cases does not
exceed 10^5 and the sum of k over all test cases does not exceed 2 \cdot 10^5
.

Output

For each test case, print one integer — the answer to the problem.

Example

Input

    4
    
    100 0 24
    
    2 1 10
    
    1 2 1
    
    3 1 2
    
    2 1 1
    
    5 2 4
    
    1 2 25
    
    3 2 24

Output

    0
    55
    777777784
    40000020
    
Note

For the first test case, there are no pairs of friends, so the friendship
value of all pairs is 0 and stays 0 for subsequent rounds, hence the
friendship value for all excursions is 0 .

For the second test case, there is only one pair possible (1, 2) and its
friendship value is initially 1 , so each turn they are picked and their
friendship value increases by 1 . Therefore, the total sum is 1+2+3+\ldots+10
= 55 .

For the third test case, the final answer is \frac{7}{9} = 777\,777\,784\bmod
(10^9+7) .","for i in range(int(input())):
    n,m,k=map(int,input().split())
    M=10**9+7
    c=pow(n*(n-1)//2,-1,M)
    s=0
    a=0
    for i in range(m):
        u,v,f=map(int,input().split())
        a+=f
    for i in range(k):
        s=s+c*i*c*m+c*a
    print(s%M)",1,True,True
1948_B,1948_B_pp031608_16.67%,codeforces2024,human,qwq-32b-preview,"You are given an integer array a of length n .

You can perform the following operation any number of times (possibly zero):
take any element of the array a , which is at least 10 , delete it, and
instead insert the digits that element consisted of in the same position, in
order they appear in that element.

For example:

  * if we apply this operation to the 3 -rd element of the array [12, 3, 45, 67] , then the array becomes [12, 3, 4, 5, 67] . 
  * if we apply this operation to the 2 -nd element of the array [2, 10] , then the array becomes [2, 1, 0] . 

Your task is to determine whether it is possible to make a sorted in non-
descending order using the aforementioned operation any number of times
(possibly zero). In other words, you have to determine if it is possible to
transform the array a in such a way that a_1 \le a_2 \le \dots \le a_k , where
k is the current length of the array a .

Input

The first line contains a single integer t (1 \le t \le 10^3 ) — the number of
test cases.

Each test case consists of two lines:

  * the first line contains a single integer n (2 \le n \le 50 ). 
  * the second line contains n integers a_1, a_2, \dots, a_n (0 \le a_i \le 99 ). 

Output

For each test case, print YES if it is possible to make a sorted in non-
decreasing order using the aforementioned operation; otherwise, print NO.

You can print each letter in any case. For example, yes, Yes, YeS will all be
recognized as a positive answer.

Example

Input

    3
    
    4
    
    12 3 45 67
    
    3
    
    12 28 5
    
    2
    
    0 0

Output

    YES
    NO
    YES
    
Note

In the first example, you can split the first element, then the array becomes
[1, 2, 3, 45, 67] .

In the second example, there is no way to get a sorted array.

In the third example, the array is already sorted.","def kkk(lst):
    sorted_lst = sorted(lst)
    return lst == sorted_lst
t=int(input())
for i in range(t):
    n=int(input())
    list1=list(map(int,input().split()))
    for p in range(1,len(list1)):
        if not kkk(list1):
            if list1[p-1]>list1[p] and list1[p-1]>10:
                a=list1[p-1]
                list1.pop(p-1)
                list1.insert(p-1,a//10)
                list1.insert(p,a%10)
    if kkk(list1):
        print(""Yes"")
    else:
        print(""No"")",1,False,True
1932_A,1932_A_canada_14.29%,codeforces2024,human,qwq-32b-preview,"During your journey through computer universes, you stumbled upon a very
interesting world. It is a path with n consecutive cells, each of which can
either be empty, contain thorns, or a coin. In one move, you can move one or
two cells along the path, provided that the destination cell does not contain
thorns (and belongs to the path). If you move to the cell with a coin, you
pick it up.

![](https://espresso.codeforces.com/34bd88a4aba4a1ae98e5681455c4a47900b7b9a8.png)
Here, green arrows correspond to legal moves, and the red arrow corresponds to
an illegal move.

You want to collect as many coins as possible. Find the maximum number of
coins you can collect in the discovered world if you start in the leftmost
cell of the path.

Input

The first line of input contains a single integer t (1 \le t \le 1000 ) — the
number of test cases. Then the descriptions of the test cases follow.

The first line of each test case contains a single integer n (1 \le n \le 50 )
— the length of the path.

The second line of each test case contains a string of n characters, the
description of the path. The character '.' denotes an empty cell, '@' denotes
a cell with a coin, and '*' denotes a cell with thorns. It is guaranteed that
the first cell is empty.

Output

For each test case, output a single integer, the maximum number of coins you
can collect.

Example

Input

    3
    
    10
    
    .@@*@.**@@
    
    5
    
    .@@@@
    
    15
    
    .@@..@***..@@@*

Output

    3
    4
    3
    
Note

The picture for the first example is in the problem statement.

Here is the picture for the second example:

![](https://espresso.codeforces.com/68fd7116585f37e79535fbc164a552cc8e148b75.png)

And here is the picture for the third example:

![](https://espresso.codeforces.com/1695fc45669a1bf1d6e1b3d4901cdd3cda38273c.png)","for _ in range(int(input())):
    len = int(input())
    s = list(input())
    ret = 0
    thorn =0
    for i in s:
        if(i=='@'):
            thorn=0
            ret+=1
        elif(i=='*'):
            thorn+=1
            if(thorn==2):
                break
        else:
            thorn==0
    print(ret)",1,False,False
1974_B,1974_B_171._100%,codeforces2024,human,qwq-32b-preview,"Polycarp has a string s , which consists of lowercase Latin letters. He
encodes this string using the following algorithm:

  * first, he constructs a new auxiliary string r , which consists of all distinct letters of the string s , written in alphabetical order; 
  * then the encoding happens as follows: each character in the string s is replaced by its symmetric character from the string r (the first character of the string r will be replaced by the last, the second by the second from the end, and so on). 

For example, encoding the string s =""codeforces"" happens as follows:

  * the string r is obtained as ""cdefors""; 
  * the first character s_1 ='c' is replaced by 's'; 
  * the second character s_2 ='o' is replaced by 'e'; 
  * the third character s_3 ='d' is replaced by 'r'; 
  * ... 
  * the last character s_{10} ='s' is replaced by 'c'. 

![](https://espresso.codeforces.com/b6f889887677396af4d296900b8ca492324e83ef.png)
The string r and replacements for s =""codeforces"".

Thus, the result of encoding the string s =""codeforces"" is the string
""serofedsoc"".

Write a program that performs decoding — that is, restores the original string
s from the encoding result.

Input

The first line contains a single integer t (1 \le t \le 10^4 ) — the number of
test cases.

The first line of each test case contains a single integer n (1 \le n \le 2
\cdot 10^5 ) — the length of the string b .

The second line of each test case contains a string b of length n , consisting
of lowercase Latin letters — the result of encoding the original string s .

It is guaranteed that the sum of the values of n over all test cases in the
test does not exceed 2 \cdot 10^5 .

Output

For each test case, output the string s from which the encoding result b was
obtained.

Example

Input

    5
    
    10
    
    serofedsoc
    
    3
    
    ttf
    
    9
    
    tlrhgmaoi
    
    1
    
    w
    
    15
    
    hnndledmnhlttin

Output

    codeforces
    fft
    algorithm
    w
    meetinthemiddle","def decode_string(encoded):
    # Step 1: Extract unique characters from the encoded string and sort them to form r
    unique_chars = sorted(set(encoded))
    
    # Step 2: Create a mapping from each character in r to its symmetric counterpart
    char_map = {}
    len_unique = len(unique_chars)
    for i in range(len_unique):
        char_map[unique_chars[i]] = unique_chars[len_unique - 1 - i]
    
    # Step 3: Decode the encoded string b using the mapping
    decoded = ''.join(char_map[ch] for ch in encoded)
    
    return decoded
 
# Reading input
import sys
input = sys.stdin.read
data = input().split()
 
index = 0
t = int(data[index])
index += 1
results = []
 
for _ in range(t):
    n = int(data[index])
    index += 1
    b = data[index]
    index += 1
    results.append(decode_string(b))
 
# Printing output
for result in results:
    print(result)",1,True,False
1931_B,1931_B_Lentreo_5.88%,codeforces2024,human,qwq-32b-preview,"There are n containers of water lined up, numbered from left to right from 1
to n . Each container can hold any amount of water; initially, the i -th
container contains a_i units of water. The sum of a_i is divisible by n .

You can apply the following operation any (possibly zero) number of times:
pour any amount of water from the i -th container to the j -th container,
where i must be less than j (i.e. i<j ). Any index can be chosen as i or j any
number of times.

Determine whether it is possible to make the amount of water in all containers
the same using this operation.

Input

The first line of the input contains a single integer t (1 \le t \le 10^4 ) —
the number of test cases. Then the descriptions of the test cases follow.

The first line of each test case contains a single integer n (1 \le n \le 2
\cdot 10^5 ) — the number of containers with water.

The second line of each test case contains n integers a_1, a_2, \dots, a_n (0
\le a_i \le 10^9 ) — the amounts of water in the containers. It is guaranteed
that the sum of a_i in each test case does not exceed 2 \cdot 10^9 . Also, the
sum of a_i is divisible by n .

It is guaranteed that the sum of n over all test cases in the input does not
exceed 2 \cdot 10^5 .

Output

Output t lines, each of which is the answer to the corresponding test case. As
the answer, output ""YES"" if it is possible to make the amount of water in all
containers the same using the described operation. Otherwise, output ""NO"".

You can output each letter in any case (lowercase or uppercase). For example,
the strings ""yEs"", ""yes"", ""Yes"", and ""YES"" will be accepted as a positive
answer.

Example

Input

    6
    
    1
    
    43
    
    2
    
    1 3
    
    5
    
    4 5 2 1 3
    
    3
    
    1 2 3
    
    7
    
    4 5 5 0 6 4 4
    
    7
    
    6 5 5 1 3 4 4

Output

    YES
    NO
    YES
    NO
    NO
    YES
    
Note

In the third test case of the example (a=[4, 5, 2, 1, 3] ), you can proceed as
follows:

  * pour 1 unit of water from the first vessel to the fourth, then a=[3, 5, 2, 2, 3] ; 
  * pour 1 unit of water from the second vessel to the third, then a=[3, 4, 3, 2, 3] ; 
  * pour 1 unit of water from the second vessel to the fourth, then a=[3, 3, 3, 3, 3] .","t = int(input())
 
for _ in range(t):
    n = int(input())
    nums = list(map(int, input().strip().split()))
 
    last = nums[-1]
    curr = 0
    for i in nums:
        if i != 0:
            curr += (i - last) 
    
    if curr == 0:
        print(""YES"")
    else:
        print(""NO"")",1,False,False
1919_B,1919_B_Himas_0.00%,codeforces2024,human,qwq-32b-preview,"You are given a string s of length n consisting of characters ""+"" and ""-"". s
represents an array a of length n defined by a_i=1 if s_i= ""+"" and a_i=-1 if
s_i= ""-"".

You will do the following process to calculate your penalty:

  1. Split a into non-empty arrays b_1,b_2,\ldots,b_k such that b_1+b_2+\ldots+b_k=a^\dagger , where + denotes array concatenation. 
  2. The penalty of a single array is the absolute value of its sum multiplied by its length. In other words, for some array c of length m , its penalty is calculated as p(c)=|c_1+c_2+\ldots+c_m| \cdot m . 
  3. The total penalty that you will receive is p(b_1)+p(b_2)+\ldots+p(b_k) . 

If you perform the above process optimally, find the minimum possible penalty
you will receive.

^\dagger Some valid ways to split a=[3,1,4,1,5] into (b_1,b_2,\ldots,b_k) are
([3],[1],[4],[1],[5]) , ([3,1],[4,1,5]) and ([3,1,4,1,5]) while some invalid
ways to split a are ([3,1],[1,5]) , ([3],[\,],[1,4],[1,5]) and ([3,4],[5,1,1])
.

Input

Each test contains multiple test cases. The first line contains a single
integer t (1 \leq t \leq 1000 ) — the number of test cases. The description of
the test cases follows.

The first line of each test case contains a single integer n (1 \le n \le 5000
) — the length of string s .

The second line of each test case contains string s (s_i \in \\{ \mathtt{+},
\mathtt{-} \\} , |s| = n ).

Note that there are no constraints on the sum of n over all test cases.

Output

For each test case, output a single integer representing the minimum possible
penalty you will receive.

Example

Input

    5
    
    1
    
    +
    
    5
    
    -----
    
    6
    
    +-+-+-
    
    10
    
    --+++++++-
    
    20
    
    +---++++-+++++---++-

Output

    1
    5
    0
    4
    4
    
Note

In the first test case, we have a=[1] . We can split array a into ([1]) .
Then, the sum of penalties of the subarrays is p([1]) = 1 .

In the second test case, we have a=[-1,-1,-1,-1,-1] . We can split array a
into ([-1],[-1],[-1],[-1],[-1]) . Then, the sum of penalties of the subarrays
is p([-1]) + p([-1]) + p([-1]) + p([-1]) + p([-1]) = 1 + 1 + 1 + 1 + 1 = 5 .

In the third test case, we have a=[1,-1,1,-1,1,-1] . We can split array a into
([1,-1,1,-1],[1,-1]) . Then, the sum of penalties of the subarrays is
p([1,-1,1,-1]) + p([1,-1]) = 0 + 0 = 0 .","for i in range(int(input())):
    s = int(input())
    e = input()
    P = 0
    M = 0
    for q in e:
        if q == '+':
            P += 1
        else:
            M += 1
    print(P-M)",1,False,True
1927_A,1927_A_deudoena_0.00%,codeforces2024,human,qwq-32b-preview,"You have a horizontal strip of n cells. Each cell is either white or black.

You can choose a continuous segment of cells once and paint them all white.
After this action, all the black cells in this segment will become white, and
the white ones will remain white.

What is the minimum length of the segment that needs to be painted white in
order for all n cells to become white?

Input

The first line of the input contains a single integer t (1 \le t \le 10^4 ) —
the number of test cases. The descriptions of the test cases follow.

The first line of each test case contains a single integer n (1 \le n \le 10 )
— the length of the strip.

The second line of each test case contains a string s , consisting of n
characters, each of which is either 'W' or 'B'. The symbol 'W' denotes a white
cell, and 'B' — a black one. It is guaranteed that at least one cell of the
given strip is black.

Output

For each test case, output a single number — the minimum length of a
continuous segment of cells that needs to be painted white in order for the
entire strip to become white.

Example

Input

    8
    
    6
    
    WBBWBW
    
    1
    
    B
    
    2
    
    WB
    
    3
    
    BBW
    
    4
    
    BWWB
    
    6
    
    BWBWWB
    
    6
    
    WWBBWB
    
    9
    
    WBWBWWWBW

Output

    4
    1
    1
    2
    4
    6
    4
    7
    
Note

In the first test case of the example for the strip ""WBBWBW"", the minimum
length of the segment to be repainted white is 4 . It is necessary to repaint
to white the segment from the 2 -nd to the 5 -th cell (the cells are numbered
from 1 from left to right).","inpstr = input()
ind1 = 0
ind2 = 0
outind = 0
for i, j in enumerate(inpstr):
    if j == ""B"":
        ind1 = i
        break
 
for i in range(len(inpstr)):
    if inpstr[-i-1] == ""B"":
        ind2 = i
        break
 
print(len(inpstr) - ind2 - ind1)",1,False,True
1921_D,1921_D_Sibtain_1_100%,codeforces2024,human,qwq-32b-preview,"Petya has an array a_i of n integers. His brother Vasya became envious and
decided to make his own array of n integers.

To do this, he found m integers b_i (m\ge n ), and now he wants to choose some
n integers of them and arrange them in a certain order to obtain an array c_i
of length n .

To avoid being similar to his brother, Vasya wants to make his array as
different as possible from Petya's array. Specifically, he wants the total
difference D = \sum_{i=1}^{n} |a_i - c_i| to be as large as possible.

Help Vasya find the maximum difference D he can obtain.

Input

Each test consists of multiple test cases. The first line contains a single
integer t (1 \le t \le 100 ) — the number of test cases. This is followed by a
description of the test cases.

The first line of each test case contains two integers n and m (1\le n\le m\le
2 \cdot 10^5 ).

The second line of each test case contains n integers a_i (1\le a_i\le 10^9 ).
The third line of each test case contains m integers b_i (1\le b_i\le 10^9 ).

It is guaranteed that in a test, the sum of m over all test cases does not
exceed 2 \cdot 10^5 .

Output

For each test case, output a single integer — the maximum total difference D
that can be obtained.

Example

Input

    9
    
    4 6
    
    6 1 2 4
    
    3 5 1 7 2 3
    
    3 4
    
    1 1 1
    
    1 1 1 1
    
    5 5
    
    1 2 3 4 5
    
    1 2 3 4 5
    
    2 6
    
    5 8
    
    8 7 5 8 2 10
    
    2 2
    
    4 1
    
    9 6
    
    4 6
    
    8 10 6 4
    
    3 10 6 1 8 9
    
    3 5
    
    6 5 2
    
    1 7 9 7 2
    
    5 5
    
    9 10 6 3 7
    
    5 9 2 3 9
    
    1 6
    
    3
    
    2 7 10 1 1 5

Output

    16
    0
    12
    11
    10
    23
    15
    25
    7
    
Note

In the first example, Vasya can, for example, create the array (1, 5, 7, 2) .
Then the total difference will be D = |6-1|+|1-5|+|2-7|+|4-2| = 5+4+5+2 = 16 .

In the second example, all the integers available to Vasya are equal to 1, so
he can only create the array (1, 1, 1) , for which the difference D = 0 .

In the third example, Vasya can, for example, create the array (5, 4, 3, 2, 1)
. Then the total difference will be D = |1-5|+|2-4|+|3-3|+|4-2|+|5-1| =
4+2+0+2+4 = 12 .","for _ in range(int(input())):
    n, m = map(int, input().split())
    a = list(map(int, input().split()))
    c = list(map(int, input().split()))
 
    if len(set(a)) == 1 and len(set(c)) == 1 and a[0] == c[0]:
        print(0)
        continue
    a.sort()
    c.sort(reverse=True)
    if len(a) == 1:
        print(max(abs(a[0]-max(c)), abs(a[0]-min(c))))
        continue
    i,j, ans = 0, 1, 0
    for k in range(len(a)):
        t1 =abs(a[i]-c[i])
        t2 = abs(a[len(a)-j]-c[len(c)-j])
        if t2 > t1:
            j += 1
        else:
            i += 1
        ans += max(t1, t2)
    print(ans)",1,True,False
1923_B,1923_B_shyonacharjee_0.00%,codeforces2024,human,qwq-32b-preview,"You are playing a computer game. The current level of this game can be modeled
as a straight line. Your character is in point 0 of this line. There are n
monsters trying to kill your character; the i -th monster has health equal to
a_i and is initially in the point x_i .

Every second, the following happens:

  * first, you fire up to k bullets at monsters. Each bullet targets exactly one monster and decreases its health by 1 . For each bullet, you choose its target arbitrary (for example, you can fire all bullets at one monster, fire all bullets at different monsters, or choose any other combination). Any monster can be targeted by a bullet, regardless of its position and any other factors; 
  * then, all alive monsters with health 0 or less die; 
  * then, all alive monsters move 1 point closer to you (monsters to the left of you increase their coordinates by 1 , monsters to the right of you decrease their coordinates by 1 ). If any monster reaches your character (moves to the point 0 ), you lose. 

Can you survive and kill all n monsters without letting any of them reach your
character?

Input

The first line of the input contains one integer t (1 \le t \le 3 \cdot 10^4 )
— the number of test cases.

Each test case consists of three lines:

  * the first line contains two integers n and k (1 \le n \le 3 \cdot 10^5 ; 1 \le k \le 2 \cdot 10^9 ); 
  * the second line contains n integers a_1, a_2, \dots, a_n (1 \le a_i \le 10^9 ); 
  * the third line contains n integers x_1, x_2, \dots, x_n (-n \le x_1 < x_2 < x_3 < \dots < x_n \le n ; x_i \ne 0 ). 

Additional constraint on the input: the sum of n over all test cases does not
exceed 3 \cdot 10^5 .

Output

For each test case, print YES if you can kill all n monsters before they reach
your character, or NO otherwise.

You can output each letter of the answer in any case (upper or lower). For
example, the strings yEs, yes, Yes, and YES will all be recognized as positive
responses.

Example

Input

    5
    
    3 2
    
    1 2 3
    
    -1 2 3
    
    2 1
    
    1 1
    
    -1 1
    
    4 10
    
    3 4 2 5
    
    -3 -2 1 3
    
    5 3
    
    2 1 3 2 5
    
    -3 -2 3 4 5
    
    2 1
    
    1 2
    
    1 2

Output

    YES
    NO
    YES
    YES
    NO
    
Note

In the first example, you can act as follows:

  * during the 1 -st second, fire 1 bullet at the 1 -st monster and 1 bullet at the 3 -rd monster. Then the 1 -st monster dies, the 2 -nd and the 3 -rd monster move closer; 
  * during the 2 -nd second, fire 2 bullets at the 2 -nd monster. Then the 2 -nd monster dies, the 3 -rd monster moves closer; 
  * during the 3 -rd second, fire 2 bullets at the 3 -rd monster. Then the 3 -rd monster dies. 

In the second example, you can fire only 1 bullet, so you can kill only one of
the two monsters during the 1 -st second. Then, the remaining monster moves
closer and kills your character.","def solve():
    t = int(input())
    for _ in range(t):
        n, k = map(int, input().split())
        healths = list(map(int, input().split()))
        positions = list(map(int, input().split()))
 
        # Sort the monsters by their distance from point 0.
        monsters = sorted(zip(positions, healths), key=lambda x: abs(x[0]))
        
        # Can we kill all monsters before any of them reaches 0?
        total_bullets_used = 0
        success = True
        for i in range(n):
            position, health = monsters[i]
            distance = abs(position)
            # Calculate the number of seconds available before the monster reaches 0.
            time_available = distance
            # Calculate the number of bullets needed for this monster.
            bullets_needed = health
 
            # If the total bullets we have used + the bullets needed for this monster exceed the time available, we lose.
            if total_bullets_used + bullets_needed > time_available:
                success = False
                break
            # Otherwise, add the bullets used for this monster.
            total_bullets_used += bullets_needed
        
        print(""YES"" if success else ""NO"")
 
if __name__ == ""__main__"":
    solve()",1,False,True
1920_A,1920_A_loucas_0.00%,codeforces2024,human,qwq-32b-preview,"Alex is solving a problem. He has n constraints on what the integer k can be.
There are three types of constraints:

  1. k must be greater than or equal to some integer x ; 
  2. k must be less than or equal to some integer x ; 
  3. k must be not equal to some integer x . 

Help Alex find the number of integers k that satisfy all n constraints. It is
guaranteed that the answer is finite (there exists at least one constraint of
type 1 and at least one constraint of type 2 ). Also, it is guaranteed that no
two constraints are the exact same.

Input

Each test consists of multiple test cases. The first line contains a single
integer t (1 \leq t \leq 500 ) — the number of test cases. The description of
the test cases follows.

The first line of each test case contains a single integer n (2 \leq n \leq
100 ) — the number of constraints.

The following n lines describe the constraints. Each line contains two
integers a and x (a \in \\{1,2,3\\}, \, 1 \leq x \leq 10^9 ). a denotes the
type of constraint. If a=1 , k must be greater than or equal to x . If a=2 , k
must be less than or equal to x . If a=3 , k must be not equal to x .

It is guaranteed that there is a finite amount of integers satisfying all n
constraints (there exists at least one constraint of type 1 and at least one
constraint of type 2 ). It is also guaranteed that no two constraints are the
exact same (in other words, all pairs (a, x) are distinct).

Output

For each test case, output a single integer — the number of integers k that
satisfy all n constraints.

Example

Input

    6
    
    4
    
    1 3
    
    2 10
    
    3 1
    
    3 5
    
    2
    
    1 5
    
    2 4
    
    10
    
    3 6
    
    3 7
    
    1 2
    
    1 7
    
    3 100
    
    3 44
    
    2 100
    
    2 98
    
    1 3
    
    3 99
    
    6
    
    1 5
    
    2 10
    
    1 9
    
    2 2
    
    3 2
    
    3 9
    
    5
    
    1 1
    
    2 2
    
    3 1
    
    3 2
    
    3 3
    
    6
    
    1 10000
    
    2 900000000
    
    3 500000000
    
    1 100000000
    
    3 10000
    
    3 900000001

Output

    7
    0
    90
    0
    0
    800000000
    
Note

In the first test case, k \geq 3 and k \leq 10 . Furthermore, k \neq 1 and k
\neq 5 . The possible integers k that satisfy the constraints are
3,4,6,7,8,9,10 . So the answer is 7 .

In the second test case, k \ge 5 and k \le 4 , which is impossible. So the
answer is 0 .","loop = int(input())
for iterable in range(loop):
    less = []
    big = []
    no = []
    num = 0
    innerLoop = int(input())
    for iterable2 in range(innerLoop):
        x , a = map(int ,input().split())
        if(x == 1):big.append(a)
        elif(x == 2):less.append(a)
        else:no.append(a)
    for i in range(max(big) , min(less)):
        if(i not in no):
            num = i
            break
    print(num)",1,False,False
1943_A,1943_A_hoangbg612_5.00%,codeforces2024,human,qwq-32b-preview,"Alice and Bob play yet another game on an array a of size n . Alice starts
with an empty array c . Both players take turns playing, with Alice starting
first.

On Alice's turn, she picks one element from a , appends that element to c ,
and then deletes it from a .

On Bob's turn, he picks one element from a , and then deletes it from a .

The game ends when the array a is empty. Game's score is defined to be the
MEX^\dagger of c . Alice wants to maximize the score while Bob wants to
minimize it. Find game's final score if both players play optimally.

^\dagger The \operatorname{MEX} (minimum excludant) of an array of integers is
defined as the smallest non-negative integer which does not occur in the
array. For example:

  * The MEX of [2,2,1] is 0 , because 0 does not belong to the array. 
  * The MEX of [3,1,0,1] is 2 , because 0 and 1 belong to the array, but 2 does not. 
  * The MEX of [0,3,1,2] is 4 , because 0 , 1 , 2 and 3 belong to the array, but 4 does not. 

Input

Each test contains multiple test cases. The first line contains a single
integer t (1 \leq t \leq 2 \cdot 10^4 ) — the number of test cases. The
description of the test cases follows.

The first line of each test case contains a single integer n (1 \le n \le 2
\cdot 10^5 ).

The second line of each test case contains n integers a_1, a_2, \ldots, a_n (0
\le a_i < n ).

It is guaranteed that the sum of n over all test cases does not exceed 2 \cdot
10^5 .

Output

For each test case, find game's score if both players play optimally.

Example

Input

    3
    
    4
    
    0 0 1 1
    
    4
    
    0 1 2 3
    
    2
    
    1 1

Output

    2
    1
    0
    
Note

In the first test case, a possible game with a score of 2 is as follows:

  1. Alice chooses the element 1 . After this move, a=[0,0,1] and c=[1] . 
  2. Bob chooses the element 0 . After this move, a=[0,1] and c=[1] . 
  3. Alice chooses the element 0 . After this move, a=[1] and c=[1,0] . 
  4. Bob chooses the element 1 . After this move, a=[\,] and c=[1,0] . 

At the end, c=[1,0] , which has a MEX of 2 . Note that this is an example game
and does not necessarily represent the optimal strategy for both players.","T = int(input())
for _ in range(T):
    S = int(input())
    N = list(map(int, input().split()))
    N.sort()
    cur = -1
    M = {}
    for num in N:
        if num > cur:
            if num > cur+1:
                cur += 1
                break
            cur = num
            M[cur] = 1
        else:
            M[cur] += 1
    if sum([M[k] for k in M.keys()]) == S:
        cur += 1
    for i in range(cur):
        if M[i] <= i:
            cur = i
            break
    print(cur)",1,False,False
1931_C,1931_C_tah23seen_100%,codeforces2024,human,qwq-32b-preview,"You have an array a of n integers.

You can no more than once apply the following operation: select three integers
i , j , x (1 \le i \le j \le n ) and assign all elements of the array with
indexes from i to j the value x . The price of this operation depends on the
selected indices and is equal to (j - i + 1) burles.

For example, the array is equal to [1, 2, 3, 4, 5, 1] . If we choose i = 2, j
= 4, x = 8 , then after applying this operation, the array will be equal to
[1, 8, 8, 8, 5, 1] .

What is the least amount of burles you need to spend to make all the elements
of the array equal?

Input

The first line contains a single integer t (1 \le t \le 10^4 ) — the number of
input test cases. The descriptions of the test cases follow.

The first line of the description of each test case contains a single integer
n (1 \le n \le 2 \cdot 10 ^ 5 ) — the size of the array.

The second line of the description of each test case contains n integers a_1,
a_2, \dots, a_n (1 \le a_i \le n ) — array elements.

It is guaranteed that the sum of n for all test cases does not exceed 2 \cdot
10^5 .

Output

For each test case, output one integer — the minimum number of burles that
will have to be spent to make all the elements of the array equal. It can be
shown that this can always be done.

Example

Input

    8
    
    6
    
    1 2 3 4 5 1
    
    7
    
    1 1 1 1 1 1 1
    
    8
    
    8 8 8 1 2 8 8 8
    
    1
    
    1
    
    2
    
    1 2
    
    3
    
    1 2 3
    
    7
    
    4 3 2 7 1 1 3
    
    9
    
    9 9 2 9 2 5 5 5 3

Output

    4
    0
    2
    0
    1
    2
    6
    7","def solve(arr):
  i=0
  n=len(arr)
  j=len(arr)-1
  while i<len(arr)-1 and arr[i]==arr[i+1] :
      i+=1
  while j>0 and arr[j]==arr[j-1] :
      j-=1
  if arr[0]==arr[-1]:
     return max(j-i-1,0)
  return max(min(n-i-1,j),0)
 
t=int(input())
while t:
  n=int(input())
  arr=[int(x) for x in input().split(' ')]
  print(solve(arr))
  t-=1",1,True,True
